titleId,storyline
https://www.imdb.com/title/tt10058918/,"Leroy and his new girlfriend Mona come into the shop to talk about social media as a way to drum up interest in the store. Sammy reluctantly agrees as long as none of the content is too provocative, as an orthodox jew this would be inappropriate."
https://www.imdb.com/title/tt10058928/,"Become the dictator of a remote island during the Cold War. Charm, persuade, intimidate, oppress, or cheat your people to stay in power. Are you a kind and generous leader? A corrupt and ruthless tyrant ruling with an iron fist?"
https://www.imdb.com/title/tt10058934/,"Can a lucky, early morning, thermal image recording lead to a multiple murderer?"
https://www.imdb.com/title/tt10058940/,"A brave young Pharaoh, killed prematurely by a fierce sandstorm and embodied by the gods as a skillful scarab, must battle the powerful god of Chaos, Set, to free the essences of other Egyptian gods contained within colorful magical spheres."
https://www.imdb.com/title/tt10058946/,Music is the language of the human soul.
https://www.imdb.com/title/tt10058948/,An online puzzle game also released Xbox Live Arcade.
https://www.imdb.com/title/tt10058952/,"A unique chance to become a one-man renovation crew. Buy, repair and remodel devastated houses. Give them a second life and sell them at a profit."
https://www.imdb.com/title/tt10058964/,Raise massive armies and embark on epic campaigns to expand the Empire and take control of the known world. Engage in grand-scale city building and create magnificent cities with creativity and control like never before. Intuitive controls make it easy to launch bone-crushing combat missions and manage every aspect of your thriving civilization. After decades in exile... Read all
https://www.imdb.com/title/tt10058970/,"Genital Jousting tells the story of ""John"", a penis who needs to find a date for his high school reunion."
https://www.imdb.com/title/tt10059008/,Mock-u-mentary that tracks a day in the life of Bernard Banbury a compliance officer for the Department for Work and Pensions.
https://www.imdb.com/title/tt10059014/,"They lived normal lives in a small city in the heart of a prosperous country. They never knew that occasional clashes between separatists and the government might dissolve into armed conflict until it all went heels over head. Now they're caught in the middle of war zone as a deadly conflict turns the country into a wasteland. They aren't soldiers, and they aren't war... Read all"
https://www.imdb.com/title/tt10059030/,"An economic and political simulation game based on real-world data. Take control of a whole country, Change laws, taxes and budgets based on real world statistics and data, and see what happens."
https://www.imdb.com/title/tt10059058/,Jack returns home to pick up the pieces of his company. Matt and Amy's friendship is tested and Dave gets a new office.
https://www.imdb.com/title/tt10059066/,"Jack discovers the ""silver lining"" to his return home, a high end toilet store. Elswhere, Matt tries to figure out Amy and Jesse's relationship."
https://www.imdb.com/title/tt10059084/,"After losing more of his members, Matt gets help from Dave and The Group to make a commercial. Meanwhile, Jack adjusts to life alone at S&S Realty."
https://www.imdb.com/title/tt10059092/,Captain Styletto explains more about this exciting serial.
https://www.imdb.com/title/tt10059094/,"Eddie Jackson welcomes six spectacular chefs to the summer house for the ultimate all-American showdown. First up, the chefs have 30 minutes to whip up their best backyard burger and each chef must randomly choose a cooler with an ingredient to use in their dish. Judges Damaris Phillips and Jamika Pessoa are joined by the Grill Dads, Mark Anderson and Ryan Fey, to cho... Read all"
https://www.imdb.com/title/tt10059104/,"In two LCD panels, displayed like leaves of a book, the video artist depicts the weeping of a man and a woman. The title obvious reference is ""Mater Dolorosa"", the medieval theme and iconography type of ""Virgin of Sorrow""."
https://www.imdb.com/title/tt10059112/,The Guys reminisce about their time in college.
https://www.imdb.com/title/tt10059114/,"Eddie Jackson reveals the theme to the five remaining chefs: seafood. For their first challenge, the chefs have 30 minutes to prepare an outrageous six-foot-long lobster roll. Judges Damaris Phillips and Jamika Pessoa are joined by Lazarus Lynch to choose their favorite lobster roll, and the winning chef gets access to the special cooler in the second heat. Next up, E... Read all"
https://www.imdb.com/title/tt10059122/,"The four remaining chefs return to the summer house, and Eddie Jackson sets up the theme: summer vacation. For the first challenge, the chefs have 30 minutes to take one tropical fruit and serve it two ways, but no two chefs can use the same fruit. Judges Damaris Phillips and Jamika Pessoa are joined by Genius Kitchen's Courtney Rada to pick which chef used their trop... Read all"
https://www.imdb.com/title/tt10059126/,"Color video diptych on two freestanding hinged LCD flat panels where age and the four emotional extremes of joy, sorrow, anger and fear are the focus as two women - one old, one young - respond to and express these emotions."
https://www.imdb.com/title/tt10059132/,"Eddie Jackson greets the last three chefs for the big finale and tells them that they'll be preparing the ultimate summer party. In their first challenge, the chefs have 30 minutes to create three kabobs with summer party themes and one chef will get skewered early by judges Damaris Phillips and Jamika Pessoa, who are joined by barbecue experts Susie Bulloch and Camer... Read all"
https://www.imdb.com/title/tt10059152/,"Jack returns to his old ways (and clothing), becoming a Breakup Liaison. Meanwhile, Matt tries to get things back to normal with Amy, who may have other ideas...and a need for Jack."
https://www.imdb.com/title/tt10059154/,"When Bear gets caught up in web of lies that threatens his relationship with Georgia, he devises a devious plan to win her back. Wes worries about his partner, Dee, and her lack of swimming skills at the ""Brain Freeze"" challenge."
https://www.imdb.com/title/tt10059166/,"Follows the 19th century adventures of George Washington ""Wash"" Black, an 11-year-old boy on a Barbados sugar plantation who must flee after a gruesome death threatens to turn his life upside down."
https://www.imdb.com/title/tt10059168/,"Met with surprise, disbelief, and outrage from his new teammates, Haiji sets about to convince them the Hakone Ekiden is possible."
https://www.imdb.com/title/tt10059172/,"After various mishaps at the Diner, Jack searches for a new place to eat (specifically one that serves a fruit-cup without Grapefruit). Meanwhile, Mitch investigates whether or not the waitress is sexist."
https://www.imdb.com/title/tt10059174/,The team grudgingly begins morning practice while Haiji continues his fight to convince them to run the Hakone.
https://www.imdb.com/title/tt10059176/,"Uhtred receives news that Bebbanburg's defences have been weakened by Scottish attacks and plans to seize his birthright, but Edward refuses to help."
https://www.imdb.com/title/tt10059188/,"Kurahara runs into one of his high school teammates which brings up memories he doesn't want to deal with. Meanwhile, Haiji is gaining more and more supporters and coming dangerously close to holding a majority."
https://www.imdb.com/title/tt10059190/,"Why is performance measurement so important to the health of an organization? How do the four dimensions of the ""Balanced Scorecard"" framework (financial performance, customer assessment, internal business process, and learning and growth) work? What is the ""triple-bottom-line"" approach, and how does it measure sustainable business performances?"
https://www.imdb.com/title/tt10059192/,"Despite lingering skepticism, the team begins to train in earnest for the Hakone Ekiden."
https://www.imdb.com/title/tt10059196/,Documentary about the Shoebill of Zambia.
https://www.imdb.com/title/tt10059200/,"The King is stressed out about his job search. Meanwhile, the team is beginning to realize they need a way to fund their gear and travel expenses."
https://www.imdb.com/title/tt10059206/,"In an episode where Bizness As Usual pay homage to the 90's sitcom, Jack and Matt decided to swap roommates for a week. Meanwhile, Amy drops a very familiar bombshell on Matt."
https://www.imdb.com/title/tt10059208/,"After their first track meet, the team begins adjusting their training for their next meet in two weeks."
https://www.imdb.com/title/tt10059214/,Only five members are allowed to run in the upcoming track meet and Kakeru is upset he isn't one of them.
https://www.imdb.com/title/tt10059220/,Ali is a homeless addicted guy who is trying hard to get rid of his addiction. It is Moharram and he finds a blooded pocket in some food they had brought to him.
https://www.imdb.com/title/tt10059222/,"In the Season 3 Finale, Jack signs the Group up for a Documentary about a bunch of friends trying to make it through their 20's."
https://www.imdb.com/title/tt10059226/,"Tomorrow they'll be in Africa, where their father wished to move back ; so today, Mathis and Antoine go to Paris. A day to say goodbye, roam the town, understand homecoming and mainly learn to discover each other..."
https://www.imdb.com/title/tt10059230/,"In this eerie, open-world online apocalyptic game, players must do whatever it takes to survive the harsh elements while navigating desolate cities overrun by the undead-all with the constant threat of encountering other players, each with unknown intentions."
https://www.imdb.com/title/tt10059236/,Mahtab and Ava are classmates in their second year of college studying engineering. The story begin when they and other classmates go on a trip to Esfahan.
https://www.imdb.com/title/tt10059240/,"Bugglebots is a combat robotics show akin to the style of Robot Wars focusing on the Beetleweight division (1.5kg). The aim is to present combat robotics as a fun, entertaining, educational and accessible way to get into robotics or other STEM subject. The competition consists of 30 robots spread over 5 heats and a grand final. Competitors from the UK and internationa... Read all"
https://www.imdb.com/title/tt10059246/,The PM begs Brussels for an Article 50 extension and faces a backlash after blaming MPs for delaying Brexit; tough new gun laws in New Zealand; penalties aren't deterring drivers from using mobile phones.
https://www.imdb.com/title/tt10059252/,"A winged man is a documentary feature film about the creative, artistic and technical process of Gustavo Cerati. Through testimonies of people who knew him, and the voice of Gustavo himself, we will reveal aspects of his musical career and also how the moments were when he faced his guitar to compose the music and lyrics of his songs."
https://www.imdb.com/title/tt10059254/,"Uniquely structured upon the personal storytelling of native West Virginians, Devil Put The Coal In The Ground is a meditation on the suffering and devastation brought on by the coal industry and it's decline. From the realities of a crumbling economy, to the ravages of the opioid epidemic, to the irreparable environmental damage and its tragic impact on human health ... Read all"
https://www.imdb.com/title/tt10059296/,Highlights of an expedition made to film the Indian tiger in the wild in order to draw attention to its plight as a threatened species. Includes film shot at night of a tiger killing a buffalo and archive film of one of the last great tiger hunts of the British Raj.
https://www.imdb.com/title/tt10059306/,"The lead Assassin of a secret organization meets a boy, who makes him question who he is and where his heart lies."
https://www.imdb.com/title/tt10059312/,The every-day tragedy that covers Mexico City comes to light in the long commute where a driver takes a blind street vendor to his destination.
https://www.imdb.com/title/tt10059318/,One unique art installation that was created accidentally - and another created out of trash.
https://www.imdb.com/title/tt10059332/,"Kumiko, a girl who came from the countryside and enrolled in university, meets Kenichi, a sophomore in education faculty. When they start dating, they become aware of a problem."
https://www.imdb.com/title/tt10059336/,"A group of young environmentalists embark on a kayak expedition from the mountains to the sea through the watershed of the San Pedro ""Wazalafken"" River, in the extreme south of Chile. A journey through the heart of Mapuche territory, where stories told by the local inhabitants of the watershed unveil the profound spiritual value of water and call upon all of us to und... Read all"
https://www.imdb.com/title/tt10059338/,A sex addict struggling to keep his life on track is forced to face his inner demons in the form of his best friend's fiance.
https://www.imdb.com/title/tt1005935/,"Cybron steals a DNA disk from a space prison, intending to reconstitute the aliens back on Earth. And the Strike Force may be powerless to stop him -- Skysurfer look-alikes have staged a raid so as to discredit the heroes."
https://www.imdb.com/title/tt1005936/,"Trying to learn the secret behind the mysterious death of Jack's father, scientist Abraham Holister, the team finds an experimental VR memory helmet that could reveal the villainous Cybron's real identity."
https://www.imdb.com/title/tt10059362/,The diverse communication options offered by a cell phone influence our social and consumer behavior. Excessive use changes the design of life and lifestyle habits.
https://www.imdb.com/title/tt1005937/,Cybron's latest scheme involves three kidnapped scientists and a satellite designed to control the skies. It's up to the Strike Force to stop him again.
https://www.imdb.com/title/tt10059376/,The Lyon family does everything in its power to support Andre; Cookie and Lucious hash out their wrongdoings; Maya comes to terms with where she stands with Blake and the others; The rest of Empire must make sure the tour stays afloat.
https://www.imdb.com/title/tt1005938/,"Crazy Stunts stumbles upon Cybron's latest scheme: to use a sleeping gas to send the entire city into dreamland. Meanwhile, Air Enforcer travels to New Orleans to save his nephew from a villainous street gang, but he learns that all the criminals in the city are ruled by the dangerous Bio-Borgs."
https://www.imdb.com/title/tt10059394/,A true believer Santa and his jaded Elf are faced with a troubling question: has Santa become just another marketing tool?
https://www.imdb.com/title/tt10059396/,"What is creativity and why is it important? Voice actor Jim Cummings answers this question at Long Beach Comic Con 2014. A voice actor and singer, Jim has appeared in almost 400 roles. He is known for voicing Darkwing Duck, Dr. Robotnik from Sonic the Hedgehog, and Pete, as well as being the current voice of both Winnie the Pooh and Tigger, as well as the Tasmanian De... Read all"
https://www.imdb.com/title/tt10059410/,"What is creativity and why is it important? Randy Thomas answers this question at the Voice 2014 convention in Anaheim, CA. America's premiere female live voice announcer Randy Thomas made history as the first woman to announce The Academy Awards©, The Emmy Awards©, The SAG Awards©, The AFI Awards©, to name a few. As the seven-time announcer of The Oscars©, and fourte... Read all"
https://www.imdb.com/title/tt10059414/,"We Stand Corrected: Dannemora is an alternative narrative to Ben Stiller's Showtime limited series, Escape at Dannemora. The film pulls the curtain back on the intricacies of the prison system, the dynamics between officers and inmates and the aftermath of the largest manhunt in New York state history."
https://www.imdb.com/title/tt10059416/,"August 1914. Germany invades Belgium and terrorizes the population. Despite being pregnant, Louise is taking care of the farm, her young boy and the crops. A few kilometers away from home, Jules, her husband, is fighting with the allies at the advancing front. In the middle of the night between 22nd and 23rd August, a man turns up at the farm..."
https://www.imdb.com/title/tt10059420/,"Astrophysicist Dr. Burçin Mutlu-Pakdil joins us at San Diego Comic Fest 2019 to tell us why creativity is so important. Dr. Burçin Mutlu-Pakdil is searching for the most peculiar objects in the Universe. Her research has led to a discovery of an extremely rare galaxy with a unique circular structure, which is now commonly referred to as Burçin's Galaxy. Her work has p... Read all"
https://www.imdb.com/title/tt10059424/,"The story of a man, his dog, and the end of the world."
https://www.imdb.com/title/tt10059426/,"Story of Fatima, a mother of two, who is abused by her spouse, and how it affects her children. Sometimes, society and religions makes it harder for women to break barriers and take some hard decisions."
https://www.imdb.com/title/tt10059428/,1. The dream 2. The telling
https://www.imdb.com/title/tt10059438/,"A short documentary series exploring how chronic illness impacts the lives of five individuals in Los Angeles, California."
https://www.imdb.com/title/tt10059440/,"The documentary brings us closer to the activities and goals of certain groups of animal rights activists in and around Portland, USA. It mainly focuses on the groups Anonymous for the Voiceless, The Animal Save Movement, and PETA."
https://www.imdb.com/title/tt10059450/,"A drama-comedy, set in rural northern England, about a couple who sell breast milk to bodybuilders in order to provide for their baby."
https://www.imdb.com/title/tt10059452/,"A man is following inside his nightmare, a little boy with a mask. Only to find his deepest fear. His mother. And discover that he is the boy with the mask."
https://www.imdb.com/title/tt10059456/,"The Sorcerer's Occultist - Understanding John Constantine - An exciting examination of the powers and abilities used by DC's working-class occult detective, John Constantine."
https://www.imdb.com/title/tt10059460/,"VIXEN is a three-part documentary that explores an era of video vixens from the rise in the 1990s to the heights and falls in the 2000s, with interviews by the legendary video vixens and commentary from the prominent music video directors. The series premiered July 10, 2018 on BET's digital network."
https://www.imdb.com/title/tt10059462/,Niclas and Jenny start to work as a team; Simone still doesn't accept him. Ingo is delighted when Steffi withstands Ben. Pauline is glad that Finn works professional with her but he swaps the work plan to avoid her.
https://www.imdb.com/title/tt10059466/,"From WGBH Boston's Studio Six and OZY Media comes a brand-new take on cross-platform cutting edge debates. Hosted by Carlos Watson, THIRD RAIL WITH OZY promises to present new voices and valuable dialogue for the digital age. Each week's half-hour show explores a single, provocative question debated by expert and celebrity guests in front of a live studio audience. Gu... Read all"
https://www.imdb.com/title/tt10059478/,"What if we could use technology to cheat death? It's an idea that seems like science fiction, but for a small group of people known as cryonicists, the hope of one day being able to successfully freeze and re-animate a person after death remains something worth fighting for. In Frozen Faith, Motherboard explores the world of cryonics, and meets the people who embrace ... Read all"
https://www.imdb.com/title/tt10059484/,"The patients of PVS find their way into trouble, including a goat that gets tangled up in a fence that causes a life-threatening injury."
https://www.imdb.com/title/tt1005950/,"Considers a new production of King Lear at the National Theatre in London, compares it to other famous productions including those by Peter Brook and Akira Kurosawa."
https://www.imdb.com/title/tt10059500/,We have a special show all about music today on Caitie's Classroom.
https://www.imdb.com/title/tt10059502/,An interview with Kristin Walton (film artist) at 2018 KinoDrome.
https://www.imdb.com/title/tt10059504/,An interview with A. Van Hoose (film artist) at 2018 KinoDrome.
https://www.imdb.com/title/tt10059506/,The making of and behind the scenes of Castle Rock Season 1.
